id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
8674,"GE Aviation",www.geaviation.com,"Aerospace & Defense",605,https://media.glassdoor.com/sqll/8674/ge-aviation-squarelogo-1414093234342.png,3.8,Satisfied,4.0,3.5,3.7,4.0,3.4,0.8,8982218,"2015-12-22 11:23:03.257",Employee,,"Mechanical Engineering Intern","Great people and awesome learning environment for a young intern! I took away a lot of valuable skills that I couldn't have learned in school. They also allowed me to have a lot of freedom to take on more responsibility than I would have been able to at other internships.","Although it was a great internship experience; I don't think I would want to work there full time because of the size of the company. It felt like there were few opportunities for advancement and this was strongly echoed by my full-time co-workers.",4,"David L. Joyce","President and CEO",312,91,9
740889,"GE Power",www.gepower.com,Energy,363,https://media.glassdoor.com/sqll/740889/ge-power-and-water-squarelogo-1398969734187.png,3.8,Satisfied,3.8,3.4,3.7,3.8,3.5,0.8,8936367,"2015-12-16 12:56:22.04","Quality Auditor","Dallas; TX","Quality auditor","Large company with a global footprint that repects diversity; individuals and individual  contributions.  An innovative company that encourages employees to seek growth opportunities for self improvement.","In my particular division I felt there was too much on the corporate way of doing things resulting in mandatory training in areas that had no bearing.on your job.responsibilities but ensured that as corporate employees we marched in lock step.",4,"Steve Bolze","President & CEO",165,86,14
39377,"GE Oil & Gas",www.geoilandgas.com,"Oil & Gas Services",293,https://media.glassdoor.com/sqll/39377/ge-oil-squarelogo.png,3.4,OK,3.5,2.9,3.3,3.2,3.3,0.7,8987654,"2015-12-23 03:26:12.287",Employee,,"Great place!","They work with you so that you can continue to grow within the company. Even through the hard times in the oil and gas business they still show that they care.","In these hard times; we lost a lot of good people from the layoffs but surely we will see the sun light again.",4,"Lorenzo Simonelli","President and CEO",94,72,28
198202,"GE Transportation",www.getransportation.com,Rail,241,https://media.glassdoor.com/sqll/198202/ge-transportation-squarelogo.png,3.4,OK,3.4,3.0,3.5,3.5,3.0,0.7,8991633,"2015-12-23 13:56:42.713",Employee,"Erie; PA","Great Place to start your career","GE and Transportation in particular are a great place to start your career out of college.  Their developmental programs are top notch and serve as a real world masters program.  Transportation gives people early in their career an incredible amount of responsibility which provides a great opportunity to grow and develop.","GE is big and bureaucratic that can be frustrating to motivated employees who experience constant roadblocks in order to accomplish their goals and objectives.  Too often you have to fight to overcome the inertia of the company to accomplish things.",4,"Russell T. Stokes","Senior Vice President and President and Chief Executive Officer",49,88,12
13612,"General Dynamics Electric Boat",www.gdeb.com,"Aerospace & Defense",184,https://media.glassdoor.com/sqll/13612/general-dynamics-electric-boat-squarelogo.png,3.3,OK,2.8,2.8,3.4,3.5,3.0,0.7,8893790,"2015-12-11 14:22:23.257",Employee,,"Good place to start a career","Good job security; decent benefits; there are many opportunities to grow within the company for those looking to make career moves.","The quality of benefits gradually declines.",4,"Jeffrey S. Geiger",President,38,88,12
66,Avnet,www.avnet.com,Wholesale,169,https://media.glassdoor.com/sqll/66/avnet-squarelogo-1424284132732.png,3.5,Satisfied,3.6,3.1,3.2,3.2,3.5,0.7,9039420,"2015-12-31 02:15:22.297","Computer Technician","Phoenix; AZ","Computer Technician","This is an awesome place to work. The people are great. Benefits are awesome.","They don't like new employees asking too many questions. I ask a lot of questions.",4,"Rick Hamada",CEO,64,73,27
729865,"GE Appliances & Lighting",www.geconsumerandindustrial.com,"Consumer Products Manufacturing",156,https://media.glassdoor.com/sqll/729865/ge-appliances-and-lighting-squarelogo-1406031313528.png,3.7,Satisfied,3.8,3.3,3.6,3.6,3.6,0.8,8289493,"2015-10-13 20:35:26.017",Employee,"Cleveland; OH",Sales,"Invaluable first time internship. Learned what it was like to work in the corporate world; and all other co-workers/members of my team were extremely kind and helpful.","May be placed where you might not want.",5,"Dr. Charles (Chip) Blankenship","President and CEO",31,78,22

704,"Valero Energy",www.valero.com,Energy,178,https://media.glassdoor.com/sqll/704/valero-energy-squarelogo.png,3.8,Satisfied,3.9,3.5,4.0,3.4,3.5,0.8,9042128,"2015-12-31 11:35:32.717",Employee,,"Easy Transition","They were very organized and efficient when they took over the company I was working for previously.","They can be wasteful. Very corporate attitute",4,"Joe Gorder","Chairman; President and CEO",32,95,5

1107317,"SC Jewelers",,,1,,5,"Very Satisfied",5.0,5.0,2.0,1.0,5.0,1.0,8620818,"2015-11-12 05:04:49.247","Assistant Retail Manager","Myrtle Beach; SC","Work and Travel","Great atmosphere; Nice boss; Good management","No opportunities for career growth or any other bonuses",5,--,--,--,--,--
1138,Apple,www.apple.com,"Computer Hardware & Software",6524,https://media.glassdoor.com/sqll/1138/apple-squarelogo-1437588682868.png,4,Satisfied,4.1,3.5,4.0,3.5,3.3,0.8,6585844,"2015-05-13 05:14:23.363","Apple At Home Advisor","Lakewood; CO",At-Home-Advisor,"The position is at home. The company is AMAZING. There are limitless advancement opportunities. You work with some very cool people and the leadership cares about your development. You may get coaching but you never get battered or belittled. The pay is decent and the benefits include; 401(k) match; stock purchase options; product discounts and discounts on services across many different areas; education assistance; child care assistance; paid vacation; sick time and other time off options; health club Reimbursment or bike cost set off. You get 1.5 time for OT and it's pretty much unlimited as long as you don't exceed 12 hours in a day or 59 total in a week.","The schedule changes every 90 days and you have to bid for your shifts so you never know what you are going to get. This makes it extremely hard to plan your life to far in advance. You are also pretty much assured to work a Saturday or Sunday.",5,"Tim Cook",CEO,3761,95,5
602253,"IBM India",www.ibm.co.in,"IT Services",3496,https://media.glassdoor.com/sqll/602253/ibm-india-squarelogo.png,3.4,OK,3.6,2.9,2.5,3.4,3.9,0.7,9050704,"2016-01-02 05:54:00.35","Assistant Manager","Chandigarh (India)","Excellent Experience","Well Managed center with full support from the management and support staff .","Min 10 hours work day :)",4,"Virginia M. Rometty","Chairman; President and CEO",1431,73,27
8348,Convergys,www.convergys.com,"Advertising & Marketing",2391,https://media.glassdoor.com/sqll/8348/convergys-squarelogo.png,2.7,OK,2.6,2.4,2.6,2.8,2.6,0.4,8983609,"2015-12-22 13:55:04.43",Employee,"Cincinnati; OH","Wonderful place","Work from home is great. Management is wonderful. U get commission once a month;so if u hit yur goals the sky is the limit","There really isn't any cons.convergys is a great place to work. Just hit your goals and u will be ok",5,"Andrea Ayers","President & CEO",633,61,39
2839,Hyatt,www.hyatt.com,"Hotels; Motels; & Resorts",1193,https://media.glassdoor.com/sqll/2839/hyatt-squarelogo.png,3.8,Satisfied,3.9,3.4,3.6,3.7,3.2,0.8,8885176,"2015-12-10 16:07:38.157",Employee,,"Great Company","Great culture of caring for people so they can be there best.","Being on the smaller-side compared to other large hotel chains limits growth opportunities somewhat",5,"Mark S. Hoplamazian","President and CEO",403,93,7
18424,"Randstad US",www.randstadusa.com,"Staffing & Outsourcing",1062,https://media.glassdoor.com/sqll/18424/randstad-us-squarelogo.png,3.3,OK,3.1,3.0,3.1,3.1,3.2,0.6,8952155,"2015-12-18 05:52:58.15","Recruiting Team Lead","Chicago; IL","Recruiting Team Lead","Employee Stock Purchase Plan; fast-paced environment; great culture in the office; competitive commission plan; various lines of business and opportunity for folks who prove success; comfortable office space and great location.","Chicago/Midwest has awful leadership from a Regional perspective.  Frequent corporate and strategic change; internal political employment contracting; corporate departments are often inexperienced where frequent earnings mistakes have been make towards internal colleagues.",4,"Linda Galipeau","CEO; Randstad North America",230,68,32
446,3M,www.3m.com,"Chemical Manufacturing",1005,https://media.glassdoor.com/sqll/446/3m-squarelogo.png,3.7,Satisfied,3.7,3.2,3.6,3.4,3.7,0.8,9048453,"2016-01-01 18:23:48.107","Manufacturing Engineer Co-Op",,"Great company to work for","Great compensation; they really wanted me to learn; the people I worked with were great. Time from interview to offer was minimal; and human resources were very kind and helpful.","The place where I worked was a town that had absolutely nothing to do. There weren't that many other interns; so that put a damper on things as well.",5,"Inge G. Thulin","Chairman President & CEO",365,87,13
14465,Bloomingdale's,www.bloomingdales.com,"Department; Clothing; & Shoe Stores",952,https://media.glassdoor.com/sqll/14465/bloomingdale-s-squarelogo-1424979418986.png,2.9,OK,2.8,2.5,2.9,2.6,2.9,0.5,8973134,"2015-12-21 11:04:07.183",Employee,,"sales specialist designer","Beautiful store; great training; flexible hours; except holidays; management was very hands on; above avg pay for sales with commission ; great discount; advancement is encouraged","long hours during sales and holidays; hard to get time off during that time;but expected in retail;  health benefits as expected in industry",5,"Tony Spring",CEO,193,65,35
2748,"Columbia University",www.columbia.edu,"Colleges & Universities",949,https://media.glassdoor.com/sqll/2748/columbia-university-squarelogo.png,3.8,Satisfied,3.7,3.2,3.3,3.5,3.7,0.8,9055651,"2016-01-02 22:46:47.35",Employee,,"Research Intern","Lots of resources and great professors to work with. The facilities are really well taken care of and allow for a healthy work environment","There are no downsides Columbia is a great place to work.  I am glad that I work here",5,"Lee C. Bollinger","President and Trustee",360,78,22
5972,SYKES,www.sykes.com,"Staffing & Outsourcing",911,https://media.glassdoor.com/sqll/5972/sykes-squarelogo-1424985637258.png,2.8,OK,2.8,2.6,2.5,2.8,3.0,0.5,9054738,"2016-01-02 19:07:53.043",Employee,,"Customer Care Professional","Great to walk only a few steps to work each day; it's the best! It's nice to have a work from home job that offers benefits to it's employees.","Miscommunication; was initially told that I would work the day shift and ended up working the night shift; lack of assistance with the schedule I was supposed to be given.",4,"Chuck Sykes","President; CEO; and Director",375,60,40

437,"CVS Health",www.cvshealth.com,"Health Care Services & Hospitals",6356,https://media.glassdoor.com/sqll/437/cvs-caremark-squarelogo-1409741927278.png,2.7,OK,2.7,2.3,2.7,2.7,2.4,0.4,5534098,"2014-12-13 12:10:14.247","Store Manager","Orlando; FL","15 year manager","I learned a lot working there as far as how to run a business as well as how to develop a team.  I had one of the most successful teams in the company ranking as the top store year over year in two separate markets; one in the Northeast one in the Southeast. I was a paragon winner with the company as well. My most recent DM was very supportive. I genuinely thank them for the opportunity and the knowledge that I acquired while working with them.","Work hours were excessive. To be successful hours worked were borderline slavery. While I willingly worked them to be successful; the week you didn't you were immediately behind. Vacations were almost non existent due to constant visitors from corporate stopping in to do reviews. Holiday weeks were paid 4 days regular 1 holiday and you worked all 5. The facade of the stores looking great when these people stop by versus the reality of the business is polarizing. There were always teams of people and excessive expenditures of payroll thrown into stores prior to their visits. While I understood the need to make an appearance; it was always will always be a backwards way off thinking. Company preaches quality of life for their clients while quality of life for their employees is non-existent. As a ""manager"" in your average store you will be ""managing"" a total of one person during your shift; with a total of 10 people at location.  Location open hours will exceed total payroll hours ie Sun-Sat 7am-10pm = 15hrs per day x 7 days x 2 people = 210 hrs which excludes the need to have a person unload deliveries that come in during non opened hours. Your budgeted hours will be approximately 208 hrs. I will only mention that during the month of December that there are extended hours for the stores but no budgeted hours to accommodate. Stores are held to strict shrink targets with little to no control over external theft. Remember 2 people at location; if four people enter to steal there is nothing you can do to stop them. These are facts not personal prejudices.",5,"Larry J. Merlo","President and CEO",2229,37,63
223216,RxAmerica,www.rxamerica.com,Wholesale,4,,3.2,OK,3.0,3.0,3.0,2.8,3.0,0.4,7075048,"2015-06-30 18:24:26.593",Employee,,"Had its days!","great training material; fair hours; decent lunch break","lots of favoritism; no fair mediation",4,--,--,--,--,--
